"Timestamp","Central_Latitude_Decimal","Central_Longitude_Decimal","Path Width (km)"
2024-04-08 12:48:04,-2.85980825269052,-138.923427983542,174
2024-04-08 12:48:05,-2.85268622347321,-138.905594298405,174
2024-04-08 12:48:06,-2.8455678658379,-138.887784206049,174
2024-04-08 12:48:07,-2.83845316738691,-138.869997639071,174
2024-04-08 12:48:08,-2.83134211572257,-138.852234530066,174
2024-04-08 12:48:09,-2.8242346984472,-138.834494811629,174
2024-04-08 12:48:10,-2.81713090316312,-138.816778416355,174
2024-04-08 12:48:11,-2.81003071747265,-138.79908527684,174
2024-04-08 12:48:12,-2.80293412897811,-138.78141532568,174
2024-04-08 12:48:13,-2.79584112528183,-138.763768495469,174
2024-04-08 12:48:14,-2.78875169398613,-138.746144718804,174
2024-04-08 12:48:15,-2.78166582269333,-138.728543928279,174
2024-04-08 12:48:16,-2.77458349900575,-138.710966056491,174
2024-04-08 12:48:17,-2.76750471052572,-138.693411036033,174
2024-04-08 12:48:18,-2.76042944485555,-138.675878799503,174
2024-04-08 12:48:19,-2.75335768959758,-138.658369279496,174
2024-04-08 12:48:20,-2.74628943235411,-138.640882408606,174
2024-04-08 12:48:21,-2.73922466072748,-138.62341811943,174
2024-04-08 12:48:22,-2.73216336232,-138.605976344562,174
2024-04-08 12:48:23,-2.725105524734,-138.588557016598,174
2024-04-08 12:48:24,-2.7180511355718,-138.571160068134,174
2024-04-08 12:48:25,-2.71100018243572,-138.553785431765,174
2024-04-08 12:48:26,-2.70395265292809,-138.536433040086,174
2024-04-08 12:48:27,-2.69690853465122,-138.519102825693,174
2024-04-08 12:48:28,-2.68986781520744,-138.501794721181,174
2024-04-08 12:48:29,-2.68283048219907,-138.484508659146,174
2024-04-08 12:48:30,-2.67579652322844,-138.467244572184,174
2024-04-08 12:48:31,-2.66876592589786,-138.450002392888,174
2024-04-08 12:48:32,-2.66173867780965,-138.432782053856,174
2024-04-08 12:48:33,-2.65471476656615,-138.415583487682,174
2024-04-08 12:48:34,-2.64769417976966,-138.398406626962,174
2024-04-08 12:48:35,-2.64067690502252,-138.381251404291,174
2024-04-08 12:48:36,-2.63366292992704,-138.364117752265,174
2024-04-08 12:48:37,-2.62665224208556,-138.34700560348,174
2024-04-08 12:48:38,-2.61964482910038,-138.329914890529,174
2024-04-08 12:48:39,-2.61264067857383,-138.31284554601,174
2024-04-08 12:48:40,-2.60563977810824,-138.295797502517,174
2024-04-08 12:48:41,-2.59864211530592,-138.278770692646,174
2024-04-08 12:48:42,-2.5916476777692,-138.261765048992,174
2024-04-08 12:48:43,-2.58465645310041,-138.244780504151,174
2024-04-08 12:48:44,-2.57766842890185,-138.227816990719,174
2024-04-08 12:48:45,-2.57068359277586,-138.210874441289,174
2024-04-08 12:48:46,-2.56370193232476,-138.193952788459,174
2024-04-08 12:48:47,-2.55672343515086,-138.177051964823,174
2024-04-08 12:48:48,-2.5497480888565,-138.160171902977,174
2024-04-08 12:48:49,-2.54277588104399,-138.143312535517,174
2024-04-08 12:48:50,-2.53580679931565,-138.126473795037,174
2024-04-08 12:48:51,-2.52884083127381,-138.109655614133,174
2024-04-08 12:48:52,-2.52187796452079,-138.092857925401,174
2024-04-08 12:48:53,-2.51491818665892,-138.076080661436,174
2024-04-08 12:48:54,-2.5079614852905,-138.059323754833,174
2024-04-08 12:48:55,-2.50100784801788,-138.042587138188,174
2024-04-08 12:48:56,-2.49405726244336,-138.025870744097,174
2024-04-08 12:48:57,-2.48710971616927,-138.009174505154,174
2024-04-08 12:48:58,-2.48016519679793,-137.992498353956,174
2024-04-08 12:48:59,-2.47322369193167,-137.975842223097,174
2024-04-08 12:49:00,-2.46628518917281,-137.959206045173,174
2024-04-08 12:49:01,-2.45934967612366,-137.942589752779,174
2024-04-08 12:49:02,-2.45241714038656,-137.925993278512,174
2024-04-08 12:49:03,-2.44548756956381,-137.909416554965,174
2024-04-08 12:49:04,-2.43856095125776,-137.892859514736,174
2024-04-08 12:49:05,-2.43163727307071,-137.876322090418,174
2024-04-08 12:49:06,-2.42471652260499,-137.859804214609,174
2024-04-08 12:49:07,-2.41779868746292,-137.843305819902,174
2024-04-08 12:49:08,-2.41088375524682,-137.826826838894,174
2024-04-08 12:49:09,-2.40397171355903,-137.810367204179,174
